Number of Vertices,Clique Size,Clique Vertices after Removal,Clique Vertices after Inclusion,Time to execute Generation,Time to execute Exclusion Phase,Time to execute Inclusion Phase,Total Run time
100,5,"[4, 54, 56, 65, 68, 93]","[4, 54, 56, 65, 68, 93]",0.383,1.5525181293487549,0.00015282630920410156,2.0229082107543945
