Number of Vertices,Clique Size,Clique Vertices after Removal,Clique Vertices after Inclusion,Time to execute Generation,Time to execute Exclusion Phase,Time to execute Inclusion Phase,Total Run time
200,10,"[0, 26, 29, 52, 133, 182, 186]","[0, 26, 29, 52, 133, 182, 186, 166, 59, 74]",3.672,39.28338289260864,0.0004367828369140625,43.03765392303467
